timestamp,open,high,low,close,volume,trade_count,vwap
2015-12-01 08:00:00+00:00,114.4,114.53,114.4,114.49,6500,11,114.502462
2015-12-01 12:00:00+00:00,114.51,115.0,114.34,114.82,11003374,38622,114.685421
2015-12-01 16:00:00+00:00,114.82,114.94,114.48,114.82,9279374,32271,114.609981
2015-12-01 20:00:00+00:00,114.83,115.2,114.46,115.11,8341436,21472,114.946335
2015-12-02 00:00:00+00:00,115.13,115.16,115.13,115.16,2340,10,115.148633
2015-12-02 08:00:00+00:00,115.15,115.46,115.15,115.33,1800,9,115.290556
2015-12-02 12:00:00+00:00,115.31,115.75,115.08,115.5861,6399551,25085,115.522894
2015-12-02 16:00:00+00:00,115.59,115.62,114.29,114.35,10614166,41140,115.033314
2015-12-02 20:00:00+00:00,114.35,114.78,114.28,114.68,5372684,19747,114.510192
2015-12-03 00:00:00+00:00,114.63,114.75,114.63,114.75,6569,21,114.659706
2015-12-03 08:00:00+00:00,114.92,115.52,114.92,115.39,7242,37,115.348151
2015-12-03 12:00:00+00:00,115.37,115.4,113.79,114.12,10556878,43171,114.312622
2015-12-03 16:00:00+00:00,114.115,114.6211,111.8432,112.41,20444274,74737,113.074418
2015-12-03 20:00:00+00:00,112.41,112.95,112.025,112.75,11697274,31957,113.044386
2015-12-04 00:00:00+00:00,112.8,112.9,112.8,112.9,6040,18,112.860927
2015-12-04 08:00:00+00:00,113.1,113.18,112.95,113.04,2060,13,113.042718
2015-12-04 12:00:00+00:00,112.89,114.39,112.44,114.359,16148422,57096,113.481462
2015-12-04 16:00:00+00:00,114.36,115.26,114.01,115.25,15049501,59422,114.581207
2015-12-04 20:00:00+00:00,115.25,115.33,115.0,115.19,8811102,27436,115.149738
2015-12-05 00:00:00+00:00,115.14,115.14,115.11,115.14,6682,21,115.128267
2015-12-07 08:00:00+00:00,115.33,115.33,115.32,115.32,842,5,115.325938
2015-12-07 12:00:00+00:00,115.33,115.45,114.28,114.43,8850386,35491,114.814129
2015-12-07 16:00:00+00:00,114.43,114.684,114.07,114.21,11397931,45913,114.410749
2015-12-07 20:00:00+00:00,114.205,114.86,114.08,114.75,5604927,16498,114.624834
2015-12-08 00:00:00+00:00,114.69,114.69,114.62,114.62,9009,18,114.673141
2015-12-08 08:00:00+00:00,114.21,114.32,113.89,114.0,14204,16,114.069521
2015-12-08 12:00:00+00:00,113.99,114.42,113.38,114.36,12191338,46276,113.827698
2015-12-08 16:00:00+00:00,114.35,114.995,114.239,114.77,12564987,53894,114.62757
2015-12-08 20:00:00+00:00,114.76,114.88,114.43,114.7,6008211,20985,114.649939
2015-12-09 00:00:00+00:00,114.69,114.78,114.64,114.75,13132,32,114.728031
2015-12-09 08:00:00+00:00,114.41,114.51,114.01,114.45,22000,31,114.067409
2015-12-09 12:00:00+00:00,114.29,114.76,113.82,114.48,11122686,42478,114.356171
2015-12-09 16:00:00+00:00,114.48,114.5,112.2,112.36,28089411,123732,112.961897
2015-12-09 20:00:00+00:00,112.37,113.07,112.32,113.04,9172253,31694,112.996684
2015-12-10 00:00:00+00:00,113.05,113.18,113.04,113.06,75884,114,113.124302
2015-12-10 08:00:00+00:00,113.33,113.33,113.01,113.11,13750,36,113.235964
2015-12-10 12:00:00+00:00,113.09,113.82,112.811,113.51,11174306,44344,113.300097
2015-12-10 16:00:00+00:00,113.505,114.16,113.1295,113.91,10585003,49317,113.567219
2015-12-10 20:00:00+00:00,113.91,113.95,113.18,113.51,7253858,23104,113.329426
2015-12-11 00:00:00+00:00,113.52,113.7,113.52,113.67,26444,79,113.633063
2015-12-11 08:00:00+00:00,113.26,113.35,112.36,112.57,84540,92,112.661198
2015-12-11 12:00:00+00:00,112.63,113.5,111.65,111.74,17214171,67264,112.07176
2015-12-11 16:00:00+00:00,111.75,111.93,110.94,111.255,21826272,91682,111.436652
2015-12-11 20:00:00+00:00,111.2575,111.4,110.6,110.67,16844170,55103,110.938434
2015-12-12 00:00:00+00:00,110.67,110.68,110.6,110.6,7079,31,110.64789
2015-12-14 08:00:00+00:00,111.3,111.7,110.71,110.91,11797,51,111.286293
